_query_id,query
q12301,feel moment wanna feel moment wanna feel moment worldwide aguilera mamita come cosa está wanna feel
q12302,baby parlay baby party read book especially room tieups yeah hook cause see suit tie gris
q12303,gotta breakfast real shit payin date enemy state friends close enemies away like repellent jealous shit piss hear loss
q12304,close mouth close mouth interruption tell time want promise nothin shshut shshshut interruption home home phone phone interruption house
q12305,lock cellar listen scream wind people call take shelter call sweet revenge shatter
q12306,nail past shatter window blow away brick board slam door blow away leave
q12307,nights decide stay rest life watch little children play board game kitchen pray feel strife partner
q12308,walk walk walk walk ohohoh think borrow tax bill lifestyle tonight swear come home like young
q12309,demonstrate cop things say selfassured
q12310,time flower hair take live
q12311,meet soon hang fall asleep listen word scream sound truth vary
q12312,go go away watch disappear leave ghost tear tear tear apart
q12313,world cause brand
q12314,future ready shine
q12315,fall cloud wide awake thunder rumble castle crumble wide awake try hold wide awake
q12316,yeah fall cloud wide awake lose sleep pick piece land feet wide awake need
q12317,know upsidedown hold tongue hear know break mind kill light
q12318,place flame time kill light draw blind dull sparkle eye
q12319,screen fall door door hang hinge
q12320,park south hand cheek shoulder mouth
q12321,strip club dolla bill money patron shots refill money strippers go pole money clock
q12322,pocket deep money go dumb friends money ohhh ohhh sign dolla sign ohhh ohhh
q12323,piece wish need chase relentlessly fight know tragedy
q12324,parade refuse amend cut deep grind make forget
q12325,go wrong write song belong
q12326,need cause bleedin belong belong
q12327,know thinkin bout think think ahead cause thinkin bout forever think
q12328,forget feel feel know time feel soul spirit alive road turn
q12329,come downstairs head head head head
q12330,believe highway sign close read things
q12331,stand place river wind forever follow goin maybe headin gonna
q12332,guess goin oohooh oohooh oohooh oohooh oohooh oohooh oohooh oohooh
q12333,declare wasn bird help dirty paw
q12334,green color black kill machine furry
q12335,number heart fall crumble stand tall face fall crumble
q12336,crumble stand tall know security love arm keep harm
q12337,maybe speak soon
q12338,lyric commercial
q12339,world know want tryin pushin slide close eye horizon ready come yeah yeah yeah yeah
q12340,stop lie worry bout tune holler high school crew slide want want baby baby world baby
q12341,mango peach lime sweet life sweet life sweet life sweet life sweet life sweet sweet sweet
q12342,best song wasn single weren livin ladera heights black hill domesticate paradise palm tree pool water
q12343,cause sky grey doors close rise pressure
q12344,devil money fame power greed rest wooh
q12345,center touch neck touch little
q12346,stand california toe sand sleeves
q12347,fine time time
q12348,take look like
q12349,find truth doubt lie inside quiet drama
q12350,hide save light hide save breathe want
q12351,homie beat like trump fuck luck throw walk club burgh shit deserve think look surface learn quick time
q12352,oneway ticket pick destination tryna catch train leave station pack bag clothe cognac tryna relax wine glass plus
q12353,fuck face yeah know buzz hash come fuck mothafucka lose niggas bitch touch want plug
q12354,mind dream world doin bathroom woah hear noise bathroom woah baby okay live room twist
q12355,high crack crack crack feel girl gutter crack
q12356,stone break home crack crack crack crook dead dope push crook dead
q12357,accept credit card decline everybody gotta everybody play whoop chick like pimp lyin important tryna time afford
q12358,answer euphoria cloud like goin touch know truth cause lack sippin lean catch buzz help picture drinkin
q12359,home know play deck different home know play deck different
q12360,home know play deck different
q12361,coffee sugar inside kiss wasn finish
q12362,dearly beloved exist dream light window
q12363,free feel free feel
q12364,feel free need beat
q12365,family like bust knee cap doowop bust knee cap doowop tell
q12366,fool chump cold feet speed bump small family business business family
q12367,learn hard give sweet sweet sweet give
q12368,take heart hold mouth word come rush
q12369,kill stronger tell hell heat cold world lighter burn fffire
q12370,say tell heat know say yeahh yeah tell hell heat cold world
q12371,wish wish teen teen idle wish prom queen fight title instead sixteen burn bible feel super super super suicidal
q12372,alive wanna virgin pure century whore want virginity feel infinity wanna drink ache wanna mistake want blood gut cake
q12373,ohah ohah life fight ohah ohah know want ohah ohah life fight
q12374,legacy hard say dream push right past lose ohah ohah know want
q12375,sell fillmore million play number spot billboard yeah people number high drug close roll pour watch world smoke like
q12376,ladies gentlemen macadelic motherfucker hahahahah codeine sip groupies fall like bitch trip tryna fuck need tuition tryna stunt need
q12377,care go fast reach climax undo commit choose away
q12378,undo commit choose away separate wanna give late reach
q12379,reappear mountains stack fear
q12380,blue city light stay
q12381,goodbye cold goodbye
q12382,commercial
q12383,temptation call sweet persuasion baby game come closer baby like hear impassioned make feel cause leave feel like honest babe
q12384,wanna know drink leave yeah look good money wanna waste time mind hop look good come party wanna waste time
q12385,time run start lose tell
q12386,makin walk away shoulda take
q12387,face away whoaohohohoh heaven grief bring hell rain trade tomorrows yesterday know
q12388,yesterday know news yesterday save yesterday spill gut world look whoaohohohoh watch
q12389,know master plan cast stone cast judgment help help forget lose nerve miss
q12390,days doubt leave sadness lead wanna away away till stumble wrong nights long
q12391,moment moment
q12392,lose music hours lose room play music hours
q12393,body safe shore go go go away watch disappear leave ghost tear
q12394,close eye days trust kill cause truth vary ship body safe shore
q12395,fall thing fall thing fall
q12396,thing fall thing fall mind break promise waste time fall land right arm arm
q12397,feat knight clock key krates money power logic ballin lorde million
q12398,dinosaurs diplo crown feat boaz beatz posner riff raff diplo revolution
q12399,home live case pack take change forget horizon know know know
q12400,belong home forget feel forget belong home forget forget belong home
q12401,thinkin thing wanna thinkin thing wanna hospital room
q12402,thinkin thing wanna thinkin thing wanna
q12403,feel guess guess guess guess bottle table water secret baby everybody guess guess guess
q12404,shit baby shit shit shit
q12405,leave dead want bullet head stand grave tell okay
q12406,baby blind work time know gonna alright eye baby
q12407,live shit live people shit live shit live shit live people yeah shit live shit shit fake dawg
q12408,get sober feel tryna slow tryna tell live lose control watch fuck night city summer camo leather boot
q12409,movies look life like watch movies look life like watch movies look life like watch movies people worship idols come
q12410,bitch absurd fuck insure hat deserve word grind take eye throne fine matter time
q12411,small helpless child surprise warrior soon wild prepare greatest moments prepare
q12412,light cease burn legends scatter night sever peace lose forever wait
